Occupation,Age_Bracket,Age,Gender,Ethnicity,Bias_Age,Bias_Gender,Bias_Ethnicity,Combined_Bias_Factor,Skill_Score,Overall_Score,Final_Prob,Hired
1137 Information technology directors,25 to 29,28,Female,White,-1.352173995595605,-1.027050976484645,0.020634437503715665,0.45557412381675844,44,20.04526144793737,0.04763076864216966,1
1137 Information technology directors,25 to 29,27,Female,White,-1.352173995595605,-1.027050976484645,0.020634437503715665,0.45557412381675844,88,40.09052289587474,0.2707249277453856,0
1137 Information technology directors,30 to 34,32,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,70,42.4809985186348,0.32040740909887516,0
1137 Information technology directors,50 to 54,51,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,75,99.61407662607998,0.9930456388874355,1
1137 Information technology directors,40 to 44,42,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,18,25.317479508134415,0.07811401615453595,0
1137 Information technology directors,45 to 49,46,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,50,43.39677350829009,0.3406671366126947,0
1137 Information technology directors,40 to 44,41,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,71,60.7239896865075,0.7450528655694,0
1137 Information technology directors,20 to 24,20,Female,White,-2.492549538177179,-1.027050976484645,0.020634437503715665,0.3115105647126337,3,0.9345316941379012,0.007343662442281297,0
1137 Information technology directors,50 to 54,51,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,9,11.953689195129597,0.021782373480499852,0
1137 Information technology directors,30 to 34,31,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,55,54.891535384892315,0.6199070073798276,1
1137 Information technology directors,40 to 44,40,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,46,39.342303177173875,0.2562084057123496,0
1137 Information technology directors,25 to 29,27,Female,White,-1.352173995595605,-1.027050976484645,0.020634437503715665,0.45557412381675844,2,0.9111482476335169,0.0073266361560126595,0
1137 Information technology directors,40 to 44,40,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,36,50.63495901626883,0.5158686442581436,1
1137 Information technology directors,30 to 34,31,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,4,2.427485629636274,0.008516039064650278,0
1137 Information technology directors,40 to 44,43,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,64,90.01770491781126,0.9820450350413984,1
1137 Information technology directors,30 to 34,30,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,58,57.88561913315917,0.687522462107845,1
1137 Information technology directors,55 to 59,57,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,21,15.61142877774924,0.03110290692062459,0
1137 Information technology directors,25 to 29,25,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,70,52.44488066271458,0.5608193644614289,1
1137 Information technology directors,45 to 49,47,Female,Asian,0.5815028083439374,-1.027050976484645,0.18902517122816812,0.9180461056185197,19,17.442876006751874,0.037122161964637,0
1137 Information technology directors,25 to 29,27,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,80,59.937006471673804,0.7298182494696627,1
1137 Information technology directors,40 to 44,42,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,0,0.0,0.0066928509242848554,0
1137 Information technology directors,55 to 59,58,Male,Asian,0.11685900576016568,0.465342009751802,0.18902517122816812,1.293142620321956,74,95.69255390382475,0.9897406696601395,1
1137 Information technology directors,30 to 34,30,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,94,57.04591229645244,0.669204919668234,1
1137 Information technology directors,35 to 39,39,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,44,33.43879324269037,0.16028343766007713,0
1137 Information technology directors,25 to 29,26,Male,Asian,-1.352173995595605,0.465342009751802,0.18902517122816812,0.792468698209222,82,64.9824332531562,0.8173123282186275,0
1137 Information technology directors,30 to 34,34,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,45,27.309213333408085,0.09371643516886562,0
1137 Information technology directors,45 to 49,46,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,96,137.02653730152693,0.999833883276099,1
1137 Information technology directors,45 to 49,45,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,55,47.736450859119095,0.4436516574861608,1
1137 Information technology directors,25 to 29,28,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,77,57.68936872898604,0.6832908731382885,0
1137 Information technology directors,25 to 29,28,Female,White,-1.352173995595605,-1.027050976484645,0.020634437503715665,0.45557412381675844,51,23.23428031465468,0.06437002677562036,0
1137 Information technology directors,25 to 29,29,Male,Asian,-1.352173995595605,0.465342009751802,0.18902517122816812,0.792468698209222,22,17.434311360602884,0.037091560535207665,0
1137 Information technology directors,55 to 59,59,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,64,47.57768770361673,0.4397365727408479,0
1137 Information technology directors,45 to 49,45,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,66,94.20574439479977,0.9881156159737728,1
1137 Information technology directors,50 to 54,53,Female,White,0.3654696707095503,-1.027050976484645,0.020634437503715665,0.8076318495074504,60,48.457910970447024,0.4615239919177461,0
1137 Information technology directors,55 to 59,57,Female,Other,0.11685900576016568,-1.027050976484645,-0.2772586769150353,0.6731299464940513,26,17.501378608845336,0.037331841496735546,0
1137 Information technology directors,30 to 34,32,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,59,58.88364704924812,0.708552589826273,1
1137 Information technology directors,60 to 64,61,Female,White,-0.11134855878799191,-1.027050976484645,0.020634437503715665,0.6889487692740824,33,22.73530938604472,0.061429427116314224,0
1137 Information technology directors,20 to 24,23,Female,White,-2.492549538177179,-1.027050976484645,0.020634437503715665,0.3115105647126337,12,3.7381267765516046,0.009697067943544725,0
1137 Information technology directors,65 to 69,68,Male,White,-0.04899684087417129,0.465342009751802,0.020634437503715665,1.1568026564455076,26,30.076869067583196,0.12001236329495799,0
1137 Information technology directors,55 to 59,58,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,49,59.9053279822101,0.7291931471280043,0
1137 Information technology directors,25 to 29,25,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,99,74.17204550869633,0.9181298633053837,1
1137 Information technology directors,25 to 29,25,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,79,59.18779389077788,0.7147933325444183,1
1137 Information technology directors,45 to 49,46,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,43,61.3764698329756,0.7572473604032907,1
1137 Information technology directors,25 to 29,28,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,21,15.733464198814374,0.03147277885315221,0
1137 Information technology directors,40 to 44,43,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,68,95.64381147517446,0.9896910578945377,1
1137 Information technology directors,35 to 39,37,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,99,75.23728479605334,0.9257886234929924,1
1137 Information technology directors,40 to 44,43,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,84,118.14823770462728,0.9989038163661361,1
1137 Information technology directors,30 to 34,32,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,72,43.69474133345293,0.3473913087034988,1
1137 Information technology directors,20 to 24,20,Female,Mixed,-2.492549538177179,-1.027050976484645,-0.32801505853800994,0.2773323910752693,64,17.749273028817235,0.03823301851196061,0
1137 Information technology directors,25 to 29,28,Female,White,-1.352173995595605,-1.027050976484645,0.020634437503715665,0.45557412381675844,29,13.211649590685994,0.024630399586795408,0
1137 Information technology directors,25 to 29,26,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,86,64.43228195704934,0.8089540583154753,1
1137 Information technology directors,60 to 64,62,Female,White,-0.11134855878799191,-1.027050976484645,0.020634437503715665,0.6889487692740824,17,11.712129077659402,0.021273562002336814,0
1137 Information technology directors,25 to 29,27,Female,White,-1.352173995595605,-1.027050976484645,0.020634437503715665,0.45557412381675844,25,11.389353095418961,0.020611793403135514,0
1137 Information technology directors,30 to 34,33,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,89,54.011555259407096,0.5989652559498416,0
1137 Information technology directors,25 to 29,29,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,76,56.94015614809012,0.666859624114745,0
1137 Information technology directors,65 to 69,69,Female,Mixed,-0.04899684087417129,-1.027050976484645,-0.32801505853800994,0.6262403983777869,100,62.62403983777869,0.7794396625987289,1
1137 Information technology directors,35 to 39,37,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,99,123.73117210740743,0.9993724862165194,1
1137 Information technology directors,30 to 34,32,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,10,9.980279160889511,0.017951410713799458,0
1137 Information technology directors,45 to 49,49,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,98,85.05767607624857,0.970851430374644,1
1137 Information technology directors,25 to 29,29,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,20,14.984251617918451,0.029267455041778915,0
1137 Information technology directors,30 to 34,33,Male,Black,-0.49189854034211555,0.465342009751802,-0.8545831010122279,0.7454902595419117,61,45.47490583205661,0.3887642956407948,0
1137 Information technology directors,55 to 59,55,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,88,65.41932059247301,0.823745414273125,1
1137 Information technology directors,20 to 24,24,Female,Black,-2.492549538177179,-1.027050976484645,-0.8545831010122279,0.23268696996745233,8,1.8614957597396187,0.008051199364122538,0
1137 Information technology directors,35 to 39,37,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,42,31.918848095295356,0.1408660763407237,1
1137 Information technology directors,25 to 29,26,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,37,27.720865493149134,0.09727170681990852,0
1137 Information technology directors,30 to 34,32,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,13,7.889328296317891,0.014613802698749581,0
1137 Information technology directors,60 to 64,64,Male,White,-0.11134855878799191,0.465342009751802,0.020634437503715665,1.1330079092475387,99,112.16778301550633,0.998008310443625,1
1137 Information technology directors,55 to 59,57,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,33,40.34440455944762,0.275766463450178,0
1137 Information technology directors,25 to 29,27,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,70,52.44488066271458,0.5608193644614289,1
1137 Information technology directors,20 to 24,21,Female,White,-2.492549538177179,-1.027050976484645,0.020634437503715665,0.3115105647126337,27,8.41078524724111,0.015384033837414516,0
1137 Information technology directors,35 to 39,37,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,20,15.19945147395017,0.029885089477499148,0
1137 Information technology directors,25 to 29,27,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,0,0.0,0.0066928509242848554,0
1137 Information technology directors,50 to 54,52,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,3,3.984563065043199,0.009936603720141081,0
1137 Information technology directors,25 to 29,25,Male,Mixed,-1.352173995595605,0.465342009751802,-0.32801505853800994,0.6670108176755297,22,14.674237988861654,0.0283994164279368,0
1137 Information technology directors,35 to 39,38,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,62,77.48820879453798,0.939846722973206,1
1137 Information technology directors,55 to 59,57,Female,Asian,0.11685900576016568,-1.027050976484645,0.18902517122816812,0.786321974891023,87,68.410011815519,0.8630670723793235,1
1137 Information technology directors,55 to 59,56,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,33,24.532245222177377,0.07264341052374171,0
1137 Information technology directors,50 to 54,52,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,64,85.00401205425491,0.9706991826007171,1
1137 Information technology directors,30 to 34,33,Female,Mixed,-0.49189854034211555,-1.027050976484645,-0.32801505853800994,0.5402869679467569,20,10.805739358935138,0.019466036324836754,0
1137 Information technology directors,60 to 64,63,Male,White,-0.11134855878799191,0.465342009751802,0.020634437503715665,1.1330079092475387,57,64.5814508271097,0.8112488060663744,0
1137 Information technology directors,50 to 54,53,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,47,62.42482135234345,0.7759957702958913,1
1137 Information technology directors,35 to 39,35,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,59,73.73877933673776,0.9148135533730207,1
1137 Information technology directors,50 to 54,53,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,79,104.92682737947091,0.9959000933436042,1
1137 Information technology directors,30 to 34,33,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,27,26.946753734401682,0.09068293677289653,0
1137 Information technology directors,50 to 54,51,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,86,114.22414119790504,0.9983779062574711,1
1137 Information technology directors,65 to 69,68,Male,White,-0.04899684087417129,0.465342009751802,0.020634437503715665,1.1568026564455076,61,70.56496204317597,0.8866023801022449,1
1137 Information technology directors,30 to 34,34,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,50,49.90139580444756,0.4975349150840705,1
1137 Information technology directors,25 to 29,27,Female,White,-1.352173995595605,-1.027050976484645,0.020634437503715665,0.45557412381675844,7,3.189018866717309,0.009183707843338332,0
1137 Information technology directors,35 to 39,39,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,39,29.63893037420283,0.11546374038949142,0
1137 Information technology directors,45 to 49,45,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,18,25.692475744036297,0.0808575296153999,0
1137 Information technology directors,50 to 54,53,Female,White,0.3654696707095503,-1.027050976484645,0.020634437503715665,0.8076318495074504,91,73.49449830517798,0.9128904872243481,0
1137 Information technology directors,40 to 44,44,Female,Other,0.5373934195420054,-1.027050976484645,-0.2772586769150353,0.7744216822649148,9,6.9697951403842335,0.013347082710543573,0
1137 Information technology directors,35 to 39,35,Male,Asian,0.18299773820180693,0.465342009751802,0.18902517122816812,1.3219681379336112,15,19.82952206900417,0.046661625805305355,0
1137 Information technology directors,40 to 44,41,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,64,54.73711746389409,0.6162618998871339,0
1137 Information technology directors,45 to 49,46,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,54,77.07742723210889,0.9374819812935425,1
1137 Information technology directors,40 to 44,40,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,32,27.368558731947044,0.09422169413849245,1
1137 Information technology directors,20 to 24,22,Male,Black,-2.492549538177179,0.465342009751802,-0.8545831010122279,0.3826644144088549,63,24.10785810775786,0.06983581092685492,1
1137 Information technology directors,20 to 24,24,Female,White,-2.492549538177179,-1.027050976484645,0.020634437503715665,0.3115105647126337,12,3.7381267765516046,0.009697067943544725,0
1137 Information technology directors,25 to 29,28,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,25,18.730314522398064,0.04200843475523151,0
1137 Information technology directors,55 to 59,56,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,1,0.7434013703690114,0.007205637405337732,0
1137 Information technology directors,45 to 49,49,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,21,18.22664487348184,0.04002759251563337,0
1137 Information technology directors,55 to 59,57,Female,Asian,0.11685900576016568,-1.027050976484645,0.18902517122816812,0.786321974891023,66,51.89725034280752,0.5472894925043092,0
1137 Information technology directors,60 to 64,62,Male,Black,-0.11134855878799191,0.465342009751802,-0.8545831010122279,0.8463153652434565,76,64.3199677585027,0.807212245926278,0
1137 Information technology directors,55 to 59,58,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,30,22.302041111070345,0.05897834059031273,0
1137 Information technology directors,45 to 49,48,Male,Mixed,0.5815028083439374,0.465342009751802,-0.32801505853800994,1.2707533579710986,8,10.166026863768789,0.018281817206752017,0
1137 Information technology directors,16 to 19,16,Female,White,-3.128937705801137,-1.027050976484645,0.020634437503715665,0.25196844566463894,15,3.779526684969584,0.009736905226535475,0
1137 Information technology directors,20 to 24,22,Female,White,-2.492549538177179,-1.027050976484645,0.020634437503715665,0.3115105647126337,82,25.543866306435966,0.07975992737807851,0
1137 Information technology directors,25 to 29,26,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,97,72.67362034690449,0.9061376632649967,1
1137 Information technology directors,30 to 34,32,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,13,7.889328296317891,0.014613802698749581,0
1137 Information technology directors,20 to 24,24,Male,White,-2.492549538177179,0.465342009751802,0.020634437503715665,0.5122934380236488,11,5.6352278182601365,0.011699077709130293,0
1137 Information technology directors,25 to 29,25,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,31,23.2255900077736,0.06431770788587483,0
1137 Information technology directors,60 to 64,60,Female,White,-0.11134855878799191,-1.027050976484645,0.020634437503715665,0.6889487692740824,15,10.334231539111236,0.01858616295576353,0
1137 Information technology directors,55 to 59,55,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,18,22.00603885060779,0.057356817433999535,0
1137 Information technology directors,40 to 44,41,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,57,48.75024524128067,0.46879673377582115,0
1137 Information technology directors,65 to 69,69,Male,White,-0.04899684087417129,0.465342009751802,0.020634437503715665,1.1568026564455076,58,67.09455407383945,0.846765634729027,1
1137 Information technology directors,30 to 34,32,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,2,1.9960558321779023,0.008159378596504077,0
1137 Information technology directors,30 to 34,31,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,58,35.19854162972597,0.18540539248222426,0
1137 Information technology directors,55 to 59,59,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,10,12.225577139226552,0.022369304858841768,0
1137 Information technology directors,45 to 49,47,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,8,11.418878108460577,0.020671479828057133,0
1137 Information technology directors,60 to 64,63,Female,White,-0.11134855878799191,-1.027050976484645,0.020634437503715665,0.6889487692740824,0,0.0,0.0066928509242848554,0
1137 Information technology directors,40 to 44,42,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,25,21.381686509333626,0.05407295215010896,0
1137 Information technology directors,20 to 24,20,Female,White,-2.492549538177179,-1.027050976484645,0.020634437503715665,0.3115105647126337,14,4.361147905976872,0.010314003226331525,0
1137 Information technology directors,40 to 44,41,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,59,82.98507172110726,0.9643775624317271,1
1137 Information technology directors,25 to 29,25,Female,White,-1.352173995595605,-1.027050976484645,0.020634437503715665,0.45557412381675844,14,6.378037733434618,0.012589829424519944,0
1137 Information technology directors,45 to 49,45,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,35,49.95759172451503,0.4989397947018243,0
1137 Information technology directors,45 to 49,46,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,87,75.51038590442475,0.9276432570912541,1
1137 Information technology directors,55 to 59,57,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,5,6.112788569613276,0.012264317028389472,0
1137 Information technology directors,45 to 49,45,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,5,4.3396773508290085,0.010292109916383732,0
1137 Information technology directors,50 to 54,50,Female,Asian,0.3654696707095503,-1.027050976484645,0.18902517122816812,0.854260828944068,100,85.42608289440679,0.9718760920977583,1
1137 Information technology directors,20 to 24,21,Female,White,-2.492549538177179,-1.027050976484645,0.020634437503715665,0.3115105647126337,2,0.6230211294252674,0.007120029679409241,0
1137 Information technology directors,60 to 64,64,Female,White,-0.11134855878799191,-1.027050976484645,0.020634437503715665,0.6889487692740824,88,60.62749169611926,0.7432155645651064,1
1137 Information technology directors,45 to 49,48,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,80,69.43483761326414,0.8747343722790312,1
1137 Information technology directors,35 to 39,35,Male,Asian,0.18299773820180693,0.465342009751802,0.18902517122816812,1.3219681379336112,36,47.590852965610004,0.44006094877655405,0
1137 Information technology directors,25 to 29,28,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,66,49.44803033913089,0.486204260929436,1
1137 Information technology directors,50 to 54,54,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,83,110.23957813286184,0.9975857701901206,1
1137 Information technology directors,30 to 34,31,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,0,0.0,0.0066928509242848554,0
1137 Information technology directors,30 to 34,30,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,11,6.675585481499754,0.012965136018497369,0
1137 Information technology directors,40 to 44,44,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,35,49.22843237692803,0.4807203730426037,1
1137 Information technology directors,20 to 24,20,Male,White,-2.492549538177179,0.465342009751802,0.020634437503715665,0.5122934380236488,0,0.0,0.0066928509242848554,0
1137 Information technology directors,50 to 54,52,Male,Asian,0.3654696707095503,0.465342009751802,0.18902517122816812,1.404871187699208,49,68.83868819726119,0.8680548753976678,0
1137 Information technology directors,40 to 44,41,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,71,60.7239896865075,0.7450528655694,1
1137 Information technology directors,30 to 34,30,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,84,83.83434495147189,0.9671827919851523,1
1137 Information technology directors,45 to 49,47,Male,Other,0.5815028083439374,0.465342009751802,-0.2772586769150353,1.2924358759176708,61,78.83858843097792,0.9470427295714576,1
1137 Information technology directors,55 to 59,56,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,62,75.79857826320462,0.9295539596604174,1
1137 Information technology directors,40 to 44,40,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,89,76.11880397322771,0.9316222790016172,1
1137 Information technology directors,25 to 29,28,Female,Asian,-1.352173995595605,-1.027050976484645,0.18902517122816812,0.48187689588334065,48,23.130091002400352,0.06374537157378361,0
1137 Information technology directors,35 to 39,36,Female,Mixed,0.18299773820180693,-1.027050976484645,-0.32801505853800994,0.6765902505091138,33,22.327478266800757,0.0591196750174054,0
1137 Information technology directors,45 to 49,46,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,52,45.13264444862169,0.3806628883959696,0
1137 Information technology directors,60 to 64,64,Male,White,-0.11134855878799191,0.465342009751802,0.020634437503715665,1.1330079092475387,22,24.92617400344585,0.07534225020610026,0
1137 Information technology directors,55 to 59,57,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,21,25.673711992375758,0.0807181878120983,0
1137 Information technology directors,16 to 19,18,Male,White,-3.128937705801137,0.465342009751802,0.020634437503715665,0.4143736872041239,45,18.646815924185574,0.04167368735736286,0
1137 Information technology directors,20 to 24,22,Male,White,-2.492549538177179,0.465342009751802,0.020634437503715665,0.5122934380236488,0,0.0,0.0066928509242848554,0
1137 Information technology directors,45 to 49,46,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,63,89.92366510412704,0.9818784646885803,1
1137 Information technology directors,55 to 59,55,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,33,24.532245222177377,0.07264341052374171,0
1137 Information technology directors,60 to 64,63,Male,White,-0.11134855878799191,0.465342009751802,0.020634437503715665,1.1330079092475387,41,46.453324279149086,0.4122510064889576,0
1137 Information technology directors,20 to 24,22,Male,White,-2.492549538177179,0.465342009751802,0.020634437503715665,0.5122934380236488,41,21.0040309589696,0.052173493144834784,0
1137 Information technology directors,40 to 44,42,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,5,7.032633196704005,0.013430087315542393,0
1137 Information technology directors,45 to 49,48,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,43,61.3764698329756,0.7572473604032907,1
1137 Information technology directors,35 to 39,39,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,29,36.24448475873551,0.20172439480250715,0
