Candidate_ID,Gender,Occupation,Female_Representation,Experience,Test_Score,Interview_Score,Bias_Term,Hiring_Probability,Hired
18,Male,"2133 IT business analysts, architects and systems designers",0.217,5.471370998892911,92.13975880001964,9.014436858492466,0.0,0.8469183034280131,1
19,Female,"2133 IT business analysts, architects and systems designers",0.217,3.6379638867181834,63.9616732432062,4.5450360098260205,-0.783,0.27792020262704376,0
20,Female,2132 IT managers,0.247,2.881544447997063,17.29224976272612,1.970635340443162,-0.753,0.05404753836400915,0
21,Female,2134 Programmers and software development professionals,0.158,7.198473153382331,68.275692473352,1.598686552371178,-0.842,0.35109451531161845,0
22,Male,2131 IT project managers,0.34299999999999997,4.661335549270197,42.720302728183455,4.729837666521338,0.0,0.35970421651956486,1
23,Male,2132 IT managers,0.247,5.101292307031886,59.1528797355373,7.626724239765541,0.0,0.6079858063472611,1
24,Male,2132 IT managers,0.247,2.8628777206798146,73.4064035023108,9.972051439743012,0.0,0.6836453436318246,0
25,Male,"2133 IT business analysts, architects and systems designers",0.217,4.183425913212226,51.49473515144448,7.874086284309019,0.0,0.5156549264030089,0
26,Male,2134 Programmers and software development professionals,0.158,5.166383884564799,81.39839745733086,8.770119589428536,0.0,0.7842735387708941,1
27,Female,2132 IT managers,0.247,3.2735096338665457,72.21555793166277,7.47832360934888,-0.753,0.42309452995101043,1
28,Male,"2133 IT business analysts, architects and systems designers",0.217,5.563547027518508,61.50733400185106,8.95435100756106,0.0,0.6902059002300062,1
29,Female,2134 Programmers and software development professionals,0.158,4.099041965121793,15.079281583235149,0.7629354331391325,-0.842,0.04948318937697118,0
30,Male,1137 Information technology directors,0.172,4.562459375310085,83.59491109115683,9.299315989816455,0.0,0.7883881102691311,1
31,Female,2134 Programmers and software development professionals,0.158,4.097440081655905,93.5905585319816,3.964061537256561,-0.842,0.46998961621003205,0
32,Female,2131 IT project managers,0.34299999999999997,7.778417276763406,13.696512380929482,9.216142232804446,-0.657,0.30831688172919003,0
33,Female,1137 Information technology directors,0.172,4.979754162893099,48.82411294334305,0.7573283745947557,-0.8280000000000001,0.14757779078073416,0
34,Female,2139 Information technology professionals n.e.c.,0.20199999999999999,3.4134336065661497,25.88887419705045,7.152429571211359,-0.798,0.14606758608043416,0
35,Male,2139 Information technology professionals n.e.c.,0.20199999999999999,6.233817368154783,75.45233074255646,7.356887486702045,0.0,0.7528492471534549,1
36,Male,2134 Programmers and software development professionals,0.158,3.1687345250434666,72.16296360047,9.969108892977728,0.0,0.6886900224944082,1
37,Female,2132 IT managers,0.247,5.313295392507133,14.088512057039871,7.688552706898138,-0.753,0.16597825992912743,0
38,Male,1137 Information technology directors,0.172,2.0604948141803368,87.70272712616372,3.825737058156067,0.0,0.5292269772145349,1
39,Male,2134 Programmers and software development professionals,0.158,3.0077209266523544,18.097306397800228,5.572485516185454,0.0,0.17951103259241238,1
40,Female,"2133 IT business analysts, architects and systems designers",0.217,5.295291853803685,79.72590256481075,3.6655093816659026,-0.783,0.4298806421104232,1
41,Male,2131 IT project managers,0.34299999999999997,6.107699869993116,45.69803596280049,1.9601864530485813,0.0,0.3512632702498543,0
42,Male,"2133 IT business analysts, architects and systems designers",0.217,5.257052421784956,32.82722935581512,2.4850232750227352,0.0,0.25142641557030115,0
43,Male,1137 Information technology directors,0.172,4.826527576417639,15.823926267421351,2.220105342743209,0.0,0.15097672748638816,1
44,Female,2139 Information technology professionals n.e.c.,0.20199999999999999,4.548344456616067,16.76142561466294,5.4881533016321296,-0.798,0.1128188909539476,0
45,Male,2132 IT managers,0.247,2.782217014448859,66.18905547009003,9.061606345318934,0.0,0.5990134145551202,1
46,Female,2134 Programmers and software development professionals,0.158,3.9202336874079373,55.043038794712054,9.127266260883976,-0.842,0.3687525403511965,0
47,Female,2132 IT managers,0.247,4.309041843560319,12.208542165123271,0.5476377752582551,-0.753,0.05007839892624392,0
48,Female,"2133 IT business analysts, architects and systems designers",0.217,6.585683339328374,11.26978604383252,0.7989940095189352,-0.783,0.07530477510667191,0
49,Female,"2133 IT business analysts, architects and systems designers",0.217,5.515427434352692,7.231057477279146,2.4511905717234352,-0.783,0.06944124598018772,0
50,Male,2131 IT project managers,0.34299999999999997,2.3554397669558993,74.37673473735441,2.5505945246947492,0.0,0.39770883456497536,1
51,Female,2139 Information technology professionals n.e.c.,0.20199999999999999,5.486125954092192,71.18820852292892,0.9488917523925111,-0.798,0.2843887788507954,0
52,Female,2134 Programmers and software development professionals,0.158,4.422376579375525,5.843099085457515,3.884633411734405,-0.842,0.06300069987787048,0
53,Female,2139 Information technology professionals n.e.c.,0.20199999999999999,3.984616999541062,56.027007559697296,5.877253926912872,-0.798,0.28116740030095366,0
54,Male,2137 IT network professionals,0.077,5.917514433261302,8.46761552426899,5.781622005994636,0.0,0.23232568956206337,0
55,Female,2134 Programmers and software development professionals,0.158,6.546499283743927,90.37457706089417,5.434296812585927,-0.842,0.6209733602001936,1
56,Male,2139 Information technology professionals n.e.c.,0.20199999999999999,6.396920178674298,90.71174191801325,3.386719248874972,0.0,0.7327743114541172,1
57,Female,1137 Information technology directors,0.172,3.7411737151660422,69.823298981313,7.064556853165806,-0.8280000000000001,0.3952294232332533,0
58,Male,2132 IT managers,0.247,4.5361814362231785,92.618892143945,8.264839409810714,0.0,0.8062037203669326,1
59,Female,1137 Information technology directors,0.172,5.496895147105346,81.14530304136906,3.462742664774084,-0.8280000000000001,0.43171669908663846,1
60,Female,2132 IT managers,0.247,6.463317690683539,82.85385759270494,0.8553535929946199,-0.753,0.41425138938449696,1
61,Male,2132 IT managers,0.247,4.281238643232065,56.97078505699332,2.963302510918565,0.0,0.37986215595540423,0
62,Male,2132 IT managers,0.247,4.721511535004274,30.60591982161759,1.3736865457490277,0.0,0.19287019341290002,0
63,Female,2134 Programmers and software development professionals,0.158,3.3404975389909577,21.779911511642158,4.673587272271808,-0.842,0.08952365259975902,0
64,Female,2132 IT managers,0.247,3.205690063878994,32.72000220389292,1.5593515131607827,-0.753,0.08345074780182563,0
65,Female,2132 IT managers,0.247,6.218788733591297,62.8495430089062,4.628447576579773,-0.753,0.39424840167719866,0
66,Male,"2133 IT business analysts, architects and systems designers",0.217,7.0343600428562345,17.265653583239892,2.210028923246478,0.0,0.22380058673762102,0
67,Male,2131 IT project managers,0.34299999999999997,4.891984817629499,25.864023663732162,7.387311054624029,0.0,0.34579250608023204,1
68,Female,2134 Programmers and software development professionals,0.158,6.5052993468380365,46.80608627954644,0.27568240835845637,-0.842,0.16862478425859917,1
69,Male,1137 Information technology directors,0.172,5.542454037571451,23.305009852461556,5.547463038319256,0.0,0.29728932196158053,0
70,Female,2139 Information technology professionals n.e.c.,0.20199999999999999,4.032320368092313,58.86436697160617,1.694882749200567,-0.798,0.1867340896225812,0
71,Male,2134 Programmers and software development professionals,0.158,5.5420934082626205,92.31760284563299,0.009918644696270684,0.0,0.5937367193447335,0
72,Female,2132 IT managers,0.247,7.307054849698954,74.80893657031264,8.69200088064807,-0.753,0.6805888422161552,1
73,Female,1137 Information technology directors,0.172,4.946260941335073,66.64266141489131,6.715277878140676,-0.8280000000000001,0.4177111932808112,0
74,Female,2134 Programmers and software development professionals,0.158,7.346965483721009,58.27214759837788,0.989428220505234,-0.842,0.27368057768579573,0
75,Male,2134 Programmers and software development professionals,0.158,1.0703823438653837,48.79479092570649,6.640723676838556,0.0,0.3044976010243656,1
76,Male,2134 Programmers and software development professionals,0.158,6.232853756562836,18.656385963465972,6.116473327375985,0.0,0.31512506122275513,0
77,Male,2134 Programmers and software development professionals,0.158,5.130570602357257,89.47104554268655,4.733566870432034,0.0,0.7150992595897706,1
78,Male,1137 Information technology directors,0.172,4.551488974301199,24.853600201283633,4.19258098425614,0.0,0.22878102017771787,0
79,Male,2132 IT managers,0.247,5.137641164803253,9.130887757816076,8.870697629157348,0.0,0.2956830238377516,0
80,Female,1137 Information technology directors,0.172,2.0186466280986606,75.00151792286952,2.4514801989745125,-0.8280000000000001,0.21307258919547808,1
81,Female,2136 IT quality and testing professionals,0.35600000000000004,4.670492168243732,17.56155343311664,3.983100570133833,-0.6439999999999999,0.11050531840438749,0
82,Female,2134 Programmers and software development professionals,0.158,5.53566885726762,37.189599954117604,3.2911541289482726,-0.842,0.16444704680947708,0
83,Female,2132 IT managers,0.247,7.216841067112274,2.8284928290979727,7.712010290366336,-0.753,0.1725051977373578,0
84,Female,1137 Information technology directors,0.172,4.222594672589529,13.706794254044807,9.164653062325394,-0.8280000000000001,0.1547816897384628,0
85,Female,2132 IT managers,0.247,3.7872595956602186,17.320363075991207,8.497816987402304,-0.753,0.15430016793497356,1
86,Female,2132 IT managers,0.247,4.247364434623195,5.441012775017795,7.977039302997685,-0.753,0.11468636458776081,0
87,Male,2134 Programmers and software development professionals,0.158,6.373103176553111,65.66569566228452,9.86789945570083,0.0,0.772903018768478,0
88,Male,2134 Programmers and software development professionals,0.158,5.493126664489527,83.70077958031172,6.971445504103851,0.0,0.7604895907540261,1
89,Male,2136 IT quality and testing professionals,0.35600000000000004,4.205359694349442,37.3315406365941,7.510537912135337,0.0,0.3983365091691915,1
90,Female,"2133 IT business analysts, architects and systems designers",0.217,5.769901149670034,87.45764767182007,9.82802539705019,-0.783,0.7249028762789961,1
91,Male,1137 Information technology directors,0.172,5.14561632402206,21.33465745601265,0.06990785399174082,0.0,0.13939178105947603,1
92,Male,2134 Programmers and software development professionals,0.158,6.452967485799334,32.53904235612395,6.3404837643636505,0.0,0.4299236492505761,1
93,Male,2134 Programmers and software development professionals,0.158,3.9469203591839714,15.07369930311684,7.389715319532896,0.0,0.24049864491389925,0
94,Male,"2133 IT business analysts, architects and systems designers",0.217,4.508506780103348,62.05591954189986,9.178270537571949,0.0,0.6547804784244566,1
95,Female,2134 Programmers and software development professionals,0.158,4.411837770301764,41.986959087030684,8.838443041843428,-0.842,0.294369236488398,0
96,Female,"2133 IT business analysts, architects and systems designers",0.217,2.804727577801822,61.32833468418987,8.419606812337943,-0.783,0.3499489931087068,1
97,Male,"2133 IT business analysts, architects and systems designers",0.217,5.444180415596864,76.16749053941835,9.457912719417038,0.0,0.784578102873918,1
98,Female,"2133 IT business analysts, architects and systems designers",0.217,5.391582908269834,54.570301603294844,5.373791879137075,-0.783,0.31831947596893273,0
99,Female,1137 Information technology directors,0.172,5.0076701849636915,62.76303549017879,0.06920095584826758,-0.8280000000000001,0.19260139241799168,1
100,Male,1137 Information technology directors,0.172,4.64811929993728,93.52503143943329,0.11054398697009526,0.0,0.5626579791829149,0
101,Female,1137 Information technology directors,0.172,2.8769438869243786,29.90643096088431,5.446390556178581,-0.8280000000000001,0.1152236671795427,1
102,Female,2134 Programmers and software development professionals,0.158,4.369032015851961,35.916393863395314,4.352722388639413,-0.842,0.14959342779643758,0
103,Female,2132 IT managers,0.247,4.485928225209846,71.77033617093369,4.512450533654485,-0.753,0.3714884363804512,1
104,Female,"2133 IT business analysts, architects and systems designers",0.217,3.796584096167572,61.13055170553867,4.00404737210037,-0.783,0.2517765785816459,0
105,Female,2139 Information technology professionals n.e.c.,0.20199999999999999,4.758071432500986,17.853290453971482,9.177258090912357,-0.798,0.1924453853190874,0
106,Male,2132 IT managers,0.247,5.606076285221808,37.614731001049016,3.591703511697899,0.0,0.329248202883727,1
107,Female,2132 IT managers,0.247,7.829278851815795,46.783801312471496,8.562269417630832,-0.753,0.5001775555880187,0
108,Male,2134 Programmers and software development professionals,0.158,5.261866719247759,41.93898379683893,9.028647937916409,0.0,0.541116950936755,0
109,Female,2132 IT managers,0.247,5.386325586084147,17.827480832204078,4.995017699989548,-0.753,0.13105556335040816,1
110,Male,1137 Information technology directors,0.172,4.888331126350749,92.44300917842622,4.469380373650883,0.0,0.7153198582850779,1
111,Male,2132 IT managers,0.247,2.1218431770514377,76.23187616939758,7.610206042154468,0.0,0.5873099377449317,1
112,Female,2131 IT project managers,0.34299999999999997,4.960229186826175,48.13558321078523,7.0797150763988235,-0.657,0.34098014688729095,1
113,Female,2139 Information technology professionals n.e.c.,0.20199999999999999,5.09034531491154,68.00610283068366,3.2853511659620596,-0.798,0.3214872954392746,0
114,Female,2134 Programmers and software development professionals,0.158,8.69486316872793,89.72826721355219,1.0254812592464657,-0.842,0.5603648322586665,0
115,Female,2134 Programmers and software development professionals,0.158,4.711458552828316,13.61741423615712,2.6485240018248035,-0.842,0.06953156944347176,0
116,Male,2136 IT quality and testing professionals,0.35600000000000004,5.452321013500419,25.03730507069777,1.3102850581229897,0.0,0.18818088646589481,0
117,Male,2134 Programmers and software development professionals,0.158,4.947932345442135,54.2701247256645,2.947322757766914,0.0,0.39169060386138455,1
118,Male,2131 IT project managers,0.34299999999999997,3.246982943570702,79.90103713523587,2.6182156558079903,0.0,0.4847947026961578,1
119,Male,2137 IT network professionals,0.077,6.71423422177253,3.625489544152738,6.377114238867136,0.0,0.25127546459974887,0
120,Male,"2133 IT business analysts, architects and systems designers",0.217,6.127899549030161,98.40181501963605,9.544960284547797,0.0,0.8918113737803566,1
121,Male,2134 Programmers and software development professionals,0.158,6.18654792056457,45.49066028823972,6.857437323304836,0.0,0.5326148714769603,0
122,Male,2137 IT network professionals,0.077,3.635918817807892,35.9231140621723,9.266494080645696,0.0,0.4242993250827734,1
123,Female,2132 IT managers,0.247,7.104191466404149,29.272443783977188,7.841322586084434,-0.753,0.314796385859562,0
124,Male,1137 Information technology directors,0.172,2.8972234058115784,17.435670765087163,7.278776220711732,0.0,0.21321251937640812,0
125,Male,2132 IT managers,0.247,5.880285640700405,79.15739089300278,4.140619402133414,0.0,0.6619221519741221,1
126,Male,"2133 IT business analysts, architects and systems designers",0.217,8.285683438714969,95.54141647460965,3.247945028633686,0.0,0.8191458041604924,0
127,Female,2134 Programmers and software development professionals,0.158,3.514195512303967,41.36447548453982,8.462773724729193,-0.842,0.24438067199591812,0
128,Male,2136 IT quality and testing professionals,0.35600000000000004,4.150553405595842,95.24206947534563,9.053932329290053,0.0,0.8242574260082302,0
129,Male,1137 Information technology directors,0.172,5.1494770476314615,82.37976154350342,4.51882493650932,0.0,0.6635404753723128,1
130,Male,"2133 IT business analysts, architects and systems designers",0.217,4.244786518825701,48.10511274763183,0.09063098186644414,0.0,0.23249171815508124,0
131,Male,2132 IT managers,0.247,2.6740048534008007,67.40261791261327,7.925310589064704,0.0,0.5611119563047388,0
132,Female,2132 IT managers,0.247,5.102844462209041,43.4984179170463,2.8506884047229164,-0.753,0.18244412171257188,0
133,Male,1137 Information technology directors,0.172,3.4065444294108427,55.87234082125524,0.09887865016920738,0.0,0.24458782289578546,0
134,Female,2132 IT managers,0.247,5.710388645952772,5.804633701850381,8.049885589761221,-0.753,0.1506770854059142,0
135,Male,2139 Information technology professionals n.e.c.,0.20199999999999999,3.620863648649295,69.62634753005331,5.174141888168982,0.0,0.5222563926972196,1
136,Female,2132 IT managers,0.247,7.324901607526309,5.282464448413671,6.852107463384691,-0.753,0.16774001464611193,0
137,Male,"2133 IT business analysts, architects and systems designers",0.217,3.825120061495644,81.70849469196494,9.146898211444775,0.0,0.7480640256245831,1
138,Female,2134 Programmers and software development professionals,0.158,4.516907725691486,82.49469294605575,5.411738301381054,-0.842,0.4620687880509245,0
139,Female,2132 IT managers,0.247,6.220275826054505,23.70772875562146,5.031940725789657,-0.753,0.17611092321314029,0
140,Female,2139 Information technology professionals n.e.c.,0.20199999999999999,3.153703525349067,32.36627810358003,2.9066212134826355,-0.798,0.09446660510428,0
141,Female,2139 Information technology professionals n.e.c.,0.20199999999999999,5.341189901906194,48.13103785582933,3.0519383443995265,-0.798,0.20948373510303817,0
142,Female,2132 IT managers,0.247,6.960714131423642,59.66629069324815,7.965420660296458,-0.753,0.5309465542143951,1
143,Female,"2133 IT business analysts, architects and systems designers",0.217,2.5887751481581587,28.735366174199672,4.49029245585937,-0.783,0.09712019380281915,0
144,Female,2132 IT managers,0.247,5.276950787798456,59.2486404631925,1.635262086081204,-0.753,0.23597740297847583,0
145,Male,2132 IT managers,0.247,5.389824191372635,29.778707322929886,0.9452876400049559,0.0,0.19990618692055737,0
146,Female,1137 Information technology directors,0.172,6.172734307665966,5.549072107106068,4.729201168617793,-0.8280000000000001,0.09818102840636354,0
147,Male,2134 Programmers and software development professionals,0.158,3.144573933682877,0.25275498319089484,4.649550236177305,0.0,0.1028390596281821,0
148,Female,"2133 IT business analysts, architects and systems designers",0.217,3.0193150803735858,10.11510579184286,6.534582782053961,-0.783,0.08351676436371759,0
149,Male,1137 Information technology directors,0.172,5.782912348425347,79.22507001640182,4.710674777451407,0.0,0.6769818144189567,1
150,Female,2132 IT managers,0.247,5.445477009849779,96.14313123833371,1.4347570413421473,-0.753,0.48390628514826656,0
151,Female,2139 Information technology professionals n.e.c.,0.20199999999999999,5.375739275518815,42.696619928121926,5.078028847985135,-0.798,0.2350073888019748,1
152,Male,2132 IT managers,0.247,5.519672314245463,51.268395344994275,9.067894038860251,0.0,0.6229692543482082,0
153,Female,2131 IT project managers,0.34299999999999997,3.979962917632264,14.684816907342613,1.5944141162021241,-0.657,0.06408581219141415,0
154,Male,"2133 IT business analysts, architects and systems designers",0.217,5.348380545741505,55.1031352680157,6.8975464097774895,0.0,0.5639975705914626,1
155,Female,2139 Information technology professionals n.e.c.,0.20199999999999999,5.439608709948022,14.465490200697683,5.9385926496552655,-0.798,0.13177846900365028,0
156,Male,2132 IT managers,0.247,3.928472872960448,61.12143311988301,7.485857267118027,0.0,0.5602597141447159,1
157,Female,2134 Programmers and software development professionals,0.158,7.798661766717135,93.32586675808538,1.5060027342759275,-0.842,0.5605535143507593,0
158,Male,2134 Programmers and software development professionals,0.158,5.710749381367681,19.56985393030396,9.416053369059945,0.0,0.4113598904013909,0
159,Female,2132 IT managers,0.247,3.213044754196027,76.4563718057102,6.209664277671586,-0.753,0.4048612265034539,1
160,Female,2134 Programmers and software development professionals,0.158,5.984830412950744,2.3502422818324042,8.470711376911368,-0.842,0.141374562478925,0
161,Male,2132 IT managers,0.247,3.537977494659018,37.5497241321621,2.466067636802356,0.0,0.21483853617416268,0
162,Male,2134 Programmers and software development professionals,0.158,6.1806269056136784,11.074850783050906,7.394128893979616,0.0,0.30523116709358267,0
163,Female,2134 Programmers and software development professionals,0.158,6.737893368511106,35.24754415956994,7.81030704333919,-0.842,0.31746441209061743,1
164,Female,"2133 IT business analysts, architects and systems designers",0.217,3.7689765224724345,17.353691963888352,3.9743527238707568,-0.783,0.08222891232642907,0
165,Male,1137 Information technology directors,0.172,6.445064193866482,37.33049901228874,3.839534528834221,0.0,0.37398889372781513,0
166,Female,2135 Cyber security professionals,0.177,5.619171390404747,41.75228061075303,6.577962650257493,-0.823,0.276897635121558,1
167,Female,2132 IT managers,0.247,6.233090239991735,30.05911227809184,0.9340768176021597,-0.753,0.12298118594388684,0
168,Female,2131 IT project managers,0.34299999999999997,7.845189473980922,65.66219494731291,7.35624150217509,-0.657,0.6190080352342022,1
169,Female,1137 Information technology directors,0.172,4.631917825995695,91.88520512589096,0.42886759839410926,-0.8280000000000001,0.3587646054797903,0
170,Female,2134 Programmers and software development professionals,0.158,3.8693957534637655,40.059537410527234,1.9059030112082598,-0.842,0.11101162086195993,0
171,Male,2134 Programmers and software development professionals,0.158,3.665728355561715,19.234315647502143,6.641437572413672,0.0,0.2326140505502826,0
172,Female,1137 Information technology directors,0.172,3.776284572551843,27.072275819598335,0.9832366709196383,-0.8280000000000001,0.06830075074640903,0
173,Male,"2133 IT business analysts, architects and systems designers",0.217,4.884347435878844,85.4000823496369,9.7184209147679,0.0,0.8170720761387821,1
174,Male,2132 IT managers,0.247,5.511727962224966,57.16397232701479,8.683962094619007,0.0,0.6501864970336793,1
175,Female,2134 Programmers and software development professionals,0.158,5.415036198995028,45.501103230695726,6.263023324067365,-0.842,0.27797949943944256,1
176,Male,2131 IT project managers,0.34299999999999997,6.240774873554036,14.96367215089267,8.190574556693498,0.0,0.36023399699163283,1
177,Male,2134 Programmers and software development professionals,0.158,5.0195028378168605,44.9727308323782,8.87580048589568,0.0,0.5459828433274562,0
178,Female,2132 IT managers,0.247,7.1803011157359755,27.849200335738665,2.5947564957181846,-0.753,0.16906753206283726,0
179,Male,2139 Information technology professionals n.e.c.,0.20199999999999999,4.603014750143066,94.31631278533492,8.494115879493195,0.0,0.8211575463310413,1
180,Male,2131 IT project managers,0.34299999999999997,9.080253749884427,88.40701094157313,1.947937836376018,0.0,0.7791038648574858,1
181,Male,2132 IT managers,0.247,5.938501021647509,8.3902541828198,4.133422641488154,0.0,0.19145573809838173,0
182,Male,1137 Information technology directors,0.172,3.7142636653755763,51.66534892612429,5.582596312485993,0.0,0.40858998931100665,0
183,Male,2139 Information technology professionals n.e.c.,0.20199999999999999,3.3936612529083314,22.505834551467206,7.138909630740324,0.0,0.2544047730852452,0
184,Male,2136 IT quality and testing professionals,0.35600000000000004,5.723708622864778,41.07770895242906,0.3014131772252804,0.0,0.2539386694657705,0
185,Male,2132 IT managers,0.247,4.664805822011224,87.68479982514565,2.90509412778189,0.0,0.6222875935353063,1
186,Male,2134 Programmers and software development professionals,0.158,6.071000741138138,52.751451988854484,6.085190982103903,0.0,0.552189802320146,0
187,Male,2134 Programmers and software development professionals,0.158,5.709856436860317,33.42152933707598,3.5736867914911876,0.0,0.30590594033832846,1
188,Female,"2133 IT business analysts, architects and systems designers",0.217,4.890756631014691,20.788835410499708,7.750250556294934,-0.783,0.17966098519796747,1
189,Female,"2133 IT business analysts, architects and systems designers",0.217,3.7298094228973926,80.03248594064893,6.516521611507162,-0.783,0.4604365574577884,1
190,Male,2132 IT managers,0.247,2.727729162971203,62.451801536434715,2.3440145372373578,0.0,0.3253488083956739,0
191,Male,1137 Information technology directors,0.172,4.330227571899468,46.80654604262312,1.4592897959233309,0.0,0.2668106744044992,0
192,Female,2137 IT network professionals,0.077,6.284598191485209,21.748435386297803,6.2904699358705045,-0.923,0.17220829320803557,0
193,Male,2139 Information technology professionals n.e.c.,0.20199999999999999,5.321140616195306,33.424637415713136,4.504673277047577,0.0,0.31922584951422317,1
194,Female,2134 Programmers and software development professionals,0.158,3.131391831932018,95.98434267385186,1.689570411013186,-0.842,0.3582987328366608,0
195,Male,2132 IT managers,0.247,5.259771388776773,52.00899376058344,3.2637420531837735,0.0,0.4017413765556409,0
196,Female,2132 IT managers,0.247,5.577976069593255,40.069928124325294,3.030467483185866,-0.753,0.18531615279933486,0
197,Male,2134 Programmers and software development professionals,0.158,3.6742138456983007,52.14220423483239,1.081319723393751,0.0,0.2614022311084813,0
198,Female,2137 IT network professionals,0.077,5.230587658918292,77.89885058996087,5.46909019265228,-0.923,0.44533107210790923,0
199,Female,2136 IT quality and testing professionals,0.35600000000000004,5.087313077669,34.010893650286874,7.6364863391255415,-0.6439999999999999,0.27673053455279867,0
200,Female,2134 Programmers and software development professionals,0.158,3.2855445532540655,17.870612093260885,5.754668888529871,-0.842,0.09232491879704896,0
201,Female,2134 Programmers and software development professionals,0.158,5.536681040522425,58.49361183390478,8.262913649373523,-0.842,0.44018324780177487,0
202,Male,1137 Information technology directors,0.172,5.841176789552351,66.52041034810672,1.2756854721543132,0.0,0.4638632398891196,1
203,Female,2131 IT project managers,0.34299999999999997,6.624576864762916,71.27180029585496,4.3561185782222385,-0.657,0.48987317718984297,0
204,Male,2137 IT network professionals,0.077,6.5807030780523545,88.19875907661296,6.094151036580992,0.0,0.7983842023043711,0
205,Male,2134 Programmers and software development professionals,0.158,2.9334959480643636,37.11741206891131,6.7600156094190735,0.0,0.31307633994847206,0
206,Male,1137 Information technology directors,0.172,3.593262440127316,7.53548962288918,6.95786306423427,0.0,0.18070129629235282,0
207,Male,1137 Information technology directors,0.172,5.77255290081299,95.83485836309423,7.289654270978811,0.0,0.8352090664919007,1
208,Female,2134 Programmers and software development professionals,0.158,5.770678926368313,43.50119274374752,6.5142981219601666,-0.842,0.2878838942469963,0
209,Male,1137 Information technology directors,0.172,5.772571529459071,62.325750967313134,0.9422808894086765,0.0,0.41717746545474343,1
210,Male,2131 IT project managers,0.34299999999999997,10.779097235982082,66.63053231282923,6.953056776022964,0.0,0.8452333092610872,1
211,Male,"2133 IT business analysts, architects and systems designers",0.217,5.85633576603975,54.65137087012035,7.247826567743876,0.0,0.5982027810827387,1
212,Male,2134 Programmers and software development professionals,0.158,6.703348460270899,20.52575297362701,9.934799343336271,0.0,0.4866687060827862,0
213,Female,2134 Programmers and software development professionals,0.158,6.431002645239803,75.51430501161414,6.93362436701126,-0.842,0.562096095727425,1
214,Female,2132 IT managers,0.247,5.977086876958697,80.37519743040816,6.868303957515489,-0.753,0.5948179432207003,1
215,Female,2134 Programmers and software development professionals,0.158,4.527096133039482,55.29755860174398,5.14813290181972,-0.842,0.2678743588024207,0
216,Male,2132 IT managers,0.247,6.138453830739901,48.856116058484155,8.679229085851139,0.0,0.6213444418876023,1
217,Female,2132 IT managers,0.247,3.8407621781936423,11.393818312798532,9.968347619611583,-0.753,0.16140909665890027,0
218,Female,2134 Programmers and software development professionals,0.158,4.644772089889987,8.395166149978383,7.790448701974321,-0.842,0.11997960722882459,0
219,Male,2134 Programmers and software development professionals,0.158,4.2719546782563445,33.956484556352876,6.125003778578084,0.0,0.3300046645751595,0
220,Male,2135 Cyber security professionals,0.177,5.122811209079484,31.084615551739326,0.7895482693156819,0.0,0.19396224592008576,0
221,Female,2134 Programmers and software development professionals,0.158,8.471987850010263,95.36564509632713,7.267391317296275,-0.842,0.7864193431558686,1
